Block Lot	Planning Neighborhood	Best Stat	Best Date	building_type_id	Units	Planning Project Description	DBI Project Description	Zoning_Generalized	Zoning_Simplified	TAZ	Total GSF (Commercial)	Office	Cult, Inst, Educ	Medical	Prod, Dist, Rep	Ret, Ent	Visitor	DBI Permit	Planning Filed	DBI Filed	HEIGHTLIMIT	ZONING	FirstFiled	LANDUSE	Net Added Units	Net Added SF	Net Cult, Inst, Educ	Net Medical	Net Office	Net Prod, Dist, Rep	Net Ret, Ent	Net Visitor	BLOCK	LOT	Location 1
2628026	Buena Vista	BP ISSUED	02/15/2013 12:00:00 AM	1	2	 Construct new two-unit residential building	NEW BUILDING.  SPRINKLERS UNDER SEPARATE PERMIT	Residential	RH-2	217	0							201108263406	10/06/2011 12:00:00 AM	08/26/2011 12:00:00 AM	40-X	RH-2	08/26/2011 12:00:00 AM	Resident	2	0							2628	26	"560 Roosevelt Wy
(37.762569, -122.444928)"
4212011	Showpl/Potrero	BP APPROVED	03/05/2012 12:00:00 AM	1	2		CONVERT BASEMENT TO LEGAL DWELLING UNIT INCLUDING KITCHEN, LIVING ROOM, 1 BEDROOM, 1 FULL BATH & LAU	Residential	RH-3	148	0							201109215213		09/21/2011 12:00:00 AM	55-X	RH-3	09/21/2011 12:00:00 AM	Resident	1	0							4212	11	"1115 Potrero Av
(37.754036, -122.406083)"
3833002	Showpl/Potrero	BP ISSUED	09/07/2012 12:00:00 AM	1	393		ERECT 6 STORY 393 UNITS RESIDENTIAL & COMMERCIAL BUILDING.	Mixed Use	UMU	651	0							201112070234		12/07/2011 12:00:00 AM	68-X	UMU	12/07/2011 12:00:00 AM	Resident	393	0							3833	2	"1006 16th St
(37.7666899, -122.397182)"
3576039	Mission	BP ISSUED	06/25/2013 12:00:00 AM	1	3		CREATE A 620 SQ FT 3RD UNIT AT 1ST FLOOR INCLUSIVE OF A 1 STORY ADDITION OF 130 SQ FT WITH ROOF DECK	Residential	RTO	205	0							201202174465		02/17/2012 12:00:00 AM	45-X	RTO-Mission	02/17/2012 12:00:00 AM	Resident	1	0							3576	39	"35 Lexington St
(37.762201, -122.421077)"
0570011	Marina	BP ISSUED	12/10/2012 12:00:00 AM	1	34		ERECT 7 STORIES, 2 BASEMENTS 34 DWELLING UNITS, TYPE 1-B BUILDING ON A VACANT LOT.	Residential	RM-3	353	0							201203055396		03/05/2012 12:00:00 AM	80-A	RM-3	03/05/2012 12:00:00 AM	Resident	34	0							570	11	"1650 Broadway *
(37.7956306, -122.4243919)"
3732150	East SoMa	BP ISSUED	08/27/2012 12:00:00 AM	1	182		SHORING DURING CONSTRUCTION EXCAVATION. NEW CONSTRUCTION UNDER SEPARATE APPLN #201106017202	Mixed Use	MUR	628	0							201203196326		03/19/2012 12:00:00 AM	85-X	MUR	03/19/2012 12:00:00 AM	Resident	182	0							3732	150	"240 05th St
(37.7809568, -122.4042771)"
0473008	Marina	BP REINSTATED	06/03/2013 12:00:00 AM	1	3		REAR GROUND FLOOR ADDITION. TO ACCOMODATE NEW GROUND FLOOR UNIT.RENOVATION OF 2ND & 3RD FLOOR UNITS.	Residential	RH-3	383	0							201203266873		03/26/2012 12:00:00 AM	40-X	RH-3	03/26/2012 12:00:00 AM	Resident	1	0							473	8	"1326 Francisco St
(37.8030012, -122.4270973)"
2716033	Central	BP ISSUED	05/03/2013 12:00:00 AM	1	1	Convert vacant lot to a 3 story over garage/basement single family home	ERECT 3-STORY NEW BUILDING TYPE V SINGLE FAMILY RESIDENCE.	Residential	RH-1(S)	178	0							201203276943	06/11/2012 12:00:00 AM	03/27/2012 12:00:00 AM	40-X	RH-1(S)	03/27/2012 12:00:00 AM	Resident	1	0							2716	33	"135 Yukon St
(37.757357, -122.442274)"
4271034	Mission	BP ISSUED	12/03/2012 12:00:00 AM	1	2	Variance to legalize second unit within primary structure with an addition parallel to existing encroachment.  Variance of the Open Space requirement (PC Sec 135), Exposure (PC Sec 140) and Rear Yard requirement (PC Sec 134).	CREATE LEGAL GROUND FLOOR SECOND UNIT. WORK TO INCLUDE (N) MECHANICAL (FURNACE), (N) LIGHTING & PLUM	Residential	RH-2	134	0							201203287050	04/05/2012 12:00:00 AM	03/28/2012 12:00:00 AM	40-X	RH-2	03/28/2012 12:00:00 AM	Resident	1	0							4271	34	"2923 Harrison St
(37.7506569, -122.411393)"
6233005	South Central, Other	BP ISSUED	02/28/2013 12:00:00 AM	14	1	Project review: 318 Arleta Ave. - Conversion of existing 2-story, 2-unit residence into a single-family residence. Construct 2 2-story homes adjacent to existing building.	ERECT 2-STORY, TYPE V RESIDENTIAL BUILDING.	Residential	RH-1	18	0							201204118076		04/11/2012 12:00:00 AM	40-X	RH-1	04/11/2012 12:00:00 AM	Resident	1	0							6233	5	"322 Arleta Av
(37.714764, -122.409439)"
4013007	Showpl/Potrero	BP APPROVED	04/02/2013 12:00:00 AM	0	2		REAR YARD ADDITION, DORMER ADDITION W/ BATH & CLOSET FLOOR 3. EXTERIOR STAIRCASE FROM FLOOR 3 TO REAR YARD. NEW KITCHEN, BATH, DECK FLOOR 2. (N) 2ND UNIT ON BOTTOM 2 FLOORS W/ KITCHEN, 2 BATHS, & 2 BEDROOMS.	Residential	RH-2	209	0							201205220992		05/22/2012 12:00:00 AM	40-X	RH-2	05/22/2012 12:00:00 AM	Resident	1	0							4013	7	"526 Utah St
(37.762682, -122.406563)"
6527019	Mission	BP ISSUED	05/08/2013 12:00:00 AM	0	2	Variance to the Rear Yard Requirement (134), Exposure (140), Exposure of the open space (135) and required mimimum dwelling unit mix (207.6).	TO ERECT 2-STORY, TYPE V, 2 UNITS RESIDENTIAL BUILDING.	Residential	RTO	130	0							201207064206	05/24/2012 12:00:00 AM	07/06/2012 12:00:00 AM	40-X	RTO-Mission	05/24/2012 12:00:00 AM	Resident	2	0							6527	19	"1069 Capp St
(37.7495703, -122.4170629)"
3548065	Mission	BP ISSUED	09/17/2012 12:00:00 AM	14	3	Demolition of a single family dwelling and construction of a three family dwelling unit. 	DEMOLISH 2 STORIES, 1 DWELLING UNIT, RESIDENTIAL BUILDING.	Mixed Use	UMU	230	0							201206122372	06/12/2012 12:00:00 AM	06/12/2012 12:00:00 AM	40-X	UMU	06/12/2012 12:00:00 AM	Resident	2	0							3548	65	"1340 Natoma St
(37.7676796, -122.4185866)"
1150007	Western Addition	BP ISSUED	05/17/2013 12:00:00 AM	0	3		COMPLY WITH  N.O.V.#201288233. Legalize 3rd. unit @ ground floor.	Residential	RH-3	275	0							201206152694		06/15/2012 12:00:00 AM	40-X	RH-3	06/15/2012 12:00:00 AM	Resident	1	0							1150	7	"809 Lyon St
(37.7784642, -122.4435763)"
8713001	Mission Bay	BP ISSUED	02/19/2013 12:00:00 AM	1	273		TO ERECT 16 STORIES, 273 UNITS APARTMENTS & PARKING BUILDING.	Mixed Use	MB-RA	654	0							201207054130		07/05/2012 12:00:00 AM	MB-RA	MB-RA	07/05/2012 12:00:00 AM	Resident	273	0							8713	1	"1155 04th St
(37.7735604, -122.3914595)"
5963042	South Central, Other	BP ISSUED	06/07/2013 12:00:00 AM	0	1		ERECT 3 STORIES, TYPE 5, SINGLE FAMILY DWELLING BUILDING.	Residential	RH-1	61	0							201207205437		07/20/2012 12:00:00 AM	40-X	RH-1	07/20/2012 12:00:00 AM	Resident	1	0							5963	42	"35 La Grande Av
(37.7246753, -122.4237286)"
1088022	Western Addition	BP ISSUED	05/13/2013 12:00:00 AM	0	2	Convert a 2-story single family dwelling to a 2-unit dwelling with a 2 story vertical additions	3RD + 4TH FLOOR ADDITION. INTERIOR REMODEL. CONVERT SINGLE FAMILY HOME INTO TWO UNIT BUILDING. FIRE 	Residential	RH-3	659	0							201207245587	09/21/2012 12:00:00 AM	07/24/2012 12:00:00 AM	40-X	RH-3	07/24/2012 12:00:00 AM	Resident	1	0							1088	22	"758 Spruce St
(37.780951, -122.452699)"
3533001	Market Octavia	BP ISSUED	06/05/2013 12:00:00 AM	0	7	Variance request to reconstruct residential/commercial structure with an additional story in height requiring a variance to the rear yard and open space requirements	4TH FLOOR VERTICAL ADDITION OF 2 DWELLING UNITS.	Mixed Use	NCT-3	242	1670					1670		201208288439	08/17/2012 12:00:00 AM	08/28/2012 12:00:00 AM	50-X	NCT-3	08/17/2012 12:00:00 AM	Mixres	2	0					0		3533	1	"101-109 Duboce Avenue
(37.7697405, -122.4226758)"
2654031	Central	BP APPROVED	04/03/2013 12:00:00 AM	0	2		REVISION TO PA#2009/08/21/5271. CONVERT (E) 4 STORY S.F.R TO (2) 2 STORY RES'D, CONSTRUCT 1 HR. CORR	Residential	RH-2	196	0							201208298556		08/29/2012 12:00:00 AM	40-X	RH-2	08/29/2012 12:00:00 AM	Resident	1	0							2654	31	"31 Uranus Tr
(37.761415, -122.445239)"
6472007	South Central, Other	BP ISSUED	05/16/2013 12:00:00 AM	0	1		ERECT 2-STORY TYPE V SINGLE FAMILY DWELLING BUILDING	Residential	RH-1	873	0							201208298537		08/29/2012 12:00:00 AM	40-X	RH-1	08/29/2012 12:00:00 AM	Resident	1	0							6472	7	"850 Brunswick St
(37.708404, -122.451291)"
0919007D	Marina	BP ISSUED	06/28/2013 12:00:00 AM	0	3		DIVIDE (E) LEGALLY CREATED DWELLING UNIT #2135 INTO (2) SEPARATE DWELLING UNITS, THEREBY CREATING A 	Residential	RH-3	842	0							201208318724		08/31/2012 12:00:00 AM	40-X	RH-3	08/31/2012 12:00:00 AM	Resident	1	0							919	007D	"2135 Beach St
(37.8036266, -122.4442646)"
0870003	Market Octavia	BP APPROVED	06/11/2013 12:00:00 AM	0	116		BLDG 1 - ERECT 4 STORY, 2 BASEMENT, 116 DWELLING UNITS, TYPE 1A, NEW BUILDING. (AKA: 120, 188, 200 B	Public	P	243	0							201209059005		09/05/2012 12:00:00 AM	50-X	P/NC-3	09/05/2012 12:00:00 AM	Resident	116	0							870	3	"100 Buchanan St
(37.7708569, -122.4267431)"
0857001A	Market Octavia	BP APPROVED	06/11/2013 12:00:00 AM	0	191		BLDG 2 - ERECT 6 STORY, 2 BASEMENT, 191 DWELLING UNITS, TYPE 1A, NEW BUILDING. (AKA: 68, 88 HERMAN STREET AND 155 LAGUNA STREET).	Public	P	243	0							201209059006		09/05/2012 12:00:00 AM	40-X	P	09/05/2012 12:00:00 AM	Resident	191	0							870	3	"218 Buchanan St
(37.77235, -122.426279)"
5253001	Other S Bayshore	BP ISSUED	12/06/2012 12:00:00 AM	0	0		TO ERECT 2 STORIES, TYPE 3, WAREHOUSE/OFFICE NEW BUILDING.	Industrial	PDR-1-B	429	7200				7200			201209119461		09/11/2012 12:00:00 AM	40-X	PDR-1-B	09/11/2012 12:00:00 AM	PDR	0	3600				3600			5253	1	"1601 Galvez Av
(37.7406978, -122.3880638)"
4788017	Other S Bayshore	BP ISSUED	05/23/2013 12:00:00 AM	0	2		PROPOSED HORIZONTAL ADDITION TO (E) SINGLE FAMILY HOUSE TO ACCOMODATE ONE ADDITIONAL UNIT. PROPOSED 	Residential	RH-2	67	0							201212136160		12/13/2012 12:00:00 AM	40-X	RH-2	12/13/2012 12:00:00 AM	Resident	1	0							4788	17	"1379 Revere Av
(37.729111, -122.386192)"
1932022	Inner Sunset	BP ISSUED	04/23/2013 12:00:00 AM	0	2		CONVERT (E) GROUND FLOOR LIVING SPACE TO DWELLING UNIT. ADD KITCHEN, RELOCATE BATH, REPLACE 2 WINDOW	Residential	RH-2	530	0							201212196526		12/19/2012 12:00:00 AM	40-X	RH-2	12/19/2012 12:00:00 AM	Resident	1	0							1932	22	"542 Moraga St
(37.756668, -122.468745)"
3507039	Downtown	BP ISSUED	05/22/2013 12:00:00 AM	0	190	New high rise residential building with approximately 190 dwelling units and a podium courtyard, parking, retail, residential entrance and utility spaces will be located on the ground floor.	ERECT 15-STORY, 190 DWELLING UNITS, TYPE 1, NEW BUILDING.	Commercial	C-3-G	608	0							201212216752		12/21/2012 12:00:00 AM			12/21/2012 12:00:00 AM	Resident	190	12250					12250		3507	39	"1420 Mission St
(37.7750946, -122.4162006)"
6415022	South Central, Other	BP ISSUED	06/14/2013 12:00:00 AM	0	1		ERECT 3-STORY TYPE V SINGLE FAMILY DWELLING RESIDENCE.	Residential	RH-1	439	0							201301047264		01/04/2013 12:00:00 AM	40-X	RH-1	01/04/2013 12:00:00 AM	Resident	1	0							6415	22	"1310 Geneva Av
(37.713102, -122.434409)"
1456013	Richmond	BP REINSTATED	02/20/2013 12:00:00 AM	0	3		VERTICAL & hORIZONTAL ADDITION TO (E) BUILDING TO BECOME 4 STORY, 3 FAMILY DWELLINGS. REFERENCE TO E	Residential	RM-1	252	0							201301298999		01/29/2013 12:00:00 AM	40-X	RM-1	01/29/2013 12:00:00 AM	Resident	2	0							1456	13	"471 24th Av
(37.780745, -122.484038)"
2979A029	Inner Sunset	BP ISSUED	06/05/2013 12:00:00 AM	0	0		ERECT 2 STORIES, 1 BASEMENT, OFFICE/MERCANTILE BUILDING.	Mixed Use	WEST PORTAL	394	5000	5000						201302250889		02/25/2013 12:00:00 AM	26-X	WEST PORTAL	02/25/2013 12:00:00 AM	MIPS	0	551			551				2979A	29	"15 West Portal Av
(37.740559, -122.465753)"
0212031	Northeast	BP REINSTATED	06/20/2013 12:00:00 AM	0	5		"TO ERECT 5 STORIES OF FIVE DWELLINGS WITH GARAGE
"	Residential	RM-3	562	4000	4000						201306038460		06/03/2013 12:00:00 AM	65-A	RM-3	06/03/2013 12:00:00 AM	Mixres	5	2000			2000				212	31	"135 Wetmore St
(37.7941861, -122.4106769)"
4040025	Showpl/Potrero	BP REINSTATED	06/24/2013 12:00:00 AM	0	2		ERECT NEW 4-STORY TYPE 5 2-FAMILY RESIDENTIAL BUILDING	Residential	RH-2	622	0							201306129341		06/12/2013 12:00:00 AM	40-X	RH-2	06/12/2013 12:00:00 AM	Resident	2	0							4040	25	"333 Pennsylvania Av
(37.7620999, -122.393219)"
3736085	TB Combo	BP Filed	07/12/2006 12:00:00 AM	4	66	"01/24/2001 Shadow Study  Prop. K _x000d_
New Construction of 20-story, 200-ft. tall, 49,950-sq-ft. new office building w/ subsurface 3-space parking area after removal of a 16-space parking lot._x000d_
9/26/05- Revised E filed, New Construction of 20-story residential building with up to 63 dwelling units, totaling 70,525 gsf. "	TO ERECT 19 STORIES, 66 DWELLING UNITS OF RESIDENTIAL UNIT.	Commercial	C-3-O(SD)	730	0	0	0	0	0	0	0	200607126309	12/20/2000 12:00:00 AM	07/12/2006 12:00:00 AM	200-S	C-3-O(SD)	12/20/2000 12:00:00 AM	Resident	66	0	0	0	0	0	0	0	3736	85	"48 Tehama St
(37.787356, -122.396677)"
1368049	Richmond	BP Filed	01/23/2007 12:00:00 AM	9	0	Demolition of 4620 and 4614 California Street, and the construction of a new pre-school and administration building.	TO ERECT FOUR STORY PRE-SCHOOL AND ADMINISTRATION NEW BUILDING	Residential	RM-1	722	21885.97229	10942.97229	10943	0	0	0	0	200701232361	05/28/2003 12:00:00 AM	01/23/2007 12:00:00 AM	40-X	RM-1	05/28/2003 12:00:00 AM	Mixed	0	13686	2743	0	10943	0	0	0	1368	49	"4614 California St
(37.784939, -122.467201)"
4991600	Executive Park	BP FILED	10/25/2010 12:00:00 AM	4	107		GRADING	Commercial	C-2	880	0	0	0	0	0	0	0	200512281146	10/23/2003 12:00:00 AM	12/28/2005 12:00:00 AM	100-G/140-H/2	C-2	10/23/2003 12:00:00 AM	Resident	107	0	0	0	0	0	0	0	4991	279	"101 Executive Park Bl
(37.711286, -122.394775)"
4991601	Executive Park	BP FILED	06/16/2005 12:00:00 AM	4	81		GRADING	Commercial	C-2	880	0	0	0	0	0	0	0	200512281144	10/23/2003 12:00:00 AM	12/28/2005 12:00:00 AM	100-G/140-H/2	C-2	10/23/2003 12:00:00 AM	Resident	81	0	0	0	0	0	0	0	4991	279	"101 Executive Park Bl
(37.711286, -122.394775)"
3557062	Market Octavia	BP Filed	08/19/2008 12:00:00 AM	4	13	The proposed project (revised per Dept) involves renovation of the existing 3-story fire-damaged rectory structure and construction of a 4-story 19,083 gsf residential building containing 13 dwelling units and 16 off-street parking spaces. M-O Plan Area.  Project includes a lot line adjustment with lot 62.	ERECT A FOUR STORY THIRTEEN UNIT RESIDENTIAL BLDG	Residential	RTO	231	0		0					200311180506	01/15/2009 12:00:00 AM	11/18/2003 12:00:00 AM	40-X	RTO	11/18/2003 12:00:00 AM	Resident	13	-8463	-8463	0		0		0	3557	62	"200 Dolores St
(37.766058, -122.426912)"
1450007	Richmond	BP Filed	06/27/2008 12:00:00 AM	14	2	Existing theater building would be preserved - second floor would be expanded to create a full second floor full-service restaurant (preserving one theater screen) and ground floor would be for retail use.   New four-story mixed-use building would be constructed on vacant lot (parking) behind theater - 39 (formerly 48) dwelling units, 132 off-street parking spaces (2-floors below grade), and appx. 20,160 GSF (formerly 23,995 GSF) of ground floor retail use.  	ERECT A 3 STORIES, 2 FAMILY DWELLING	Residential	RH-2	297	0							200806275518	06/01/2004 12:00:00 AM	06/27/2008 12:00:00 AM	40-X	RH-2	06/01/2004 12:00:00 AM	Resident	2	0							1450	7	"339 18th Av
(37.7804743, -122.4772697)"
3548039	Mission	BP Filed	07/17/2006 12:00:00 AM	9	18	Construction of a seven-story structure with 36 affordable senior housing units, no off-street parking, and appx. 2,600 GSF of ground floor commercial use.  	TO ERECT 7 STORY, 18 UNIT MIXED USE BUILDING	Mixed Use	UMU	230	2600	0	0	0	0	2600	0	200607176702	07/20/2004 12:00:00 AM	07/17/2006 12:00:00 AM	68-X	UMU	07/20/2004 12:00:00 AM	Mixres	18	2600	0	0	0	0	2600	0	3548	39	"1801 Mission St
(37.768141, -122.419684)"
2764021	Central	BP Filed	01/21/2005 12:00:00 AM	14	2		ERECT 4 STORIES OF 2 FAMILY DWELLING	Residential	RH-2	178	0	0	0	0	0	0	0	200501213687		01/21/2005 12:00:00 AM	40-X	RH-2	01/21/2005 12:00:00 AM	Resident	1	0	0	0	0	0	0	0	2764	21	"3715 Market St
(37.7543773, -122.4417319)"
1578014F	Richmond	BP Filed	03/04/2005 12:00:00 AM	14	3		ADD (3) STORIES & (3) DWELLING UNITS ON THE EXISTING BUILDING	Mixed Use	NC-2	273	0	0	0	0	0	0	0	200503046780		03/04/2005 12:00:00 AM	40-X	NC-2	03/04/2005 12:00:00 AM	Resident	3	0	0	0	0	0	0	0	1578	014F	"3448 Balboa St
(37.7757893, -122.4959909)"
3521005	WSoMa	BP Filed	04/11/2005 12:00:00 AM	4	20	Demo. of an existing service station and construction of a five-story, mixed-use building with 20 dwelling units, 20 off-street parking spaces, and appx 5,682 GSF of ground floor retail use.  	DEMOLISH 2 STORIES GARAGE	Industrial	SLR	589	5682	0	0	0	0	5682	0	200504119696	06/01/2005 12:00:00 AM	04/11/2005 12:00:00 AM	50-X	SLR	04/11/2005 12:00:00 AM	Mixres	20	5682	0	0	0	0	5682	0	3521	5	"340 11th St
(37.771174, -122.413546)"
7107016	Ingleside, Other	BP Filed	04/14/2005 12:00:00 AM	14	2		TO ERECT 3 STORIES, 2 FAMILY DWELLING UNITS .	Residential	RH-2	20	0	0	0	0	0	0	0	200504140010		04/14/2005 12:00:00 AM	40-X	RH-2	04/14/2005 12:00:00 AM	Resident	2	0	0	0	0	0	0	0	7107	16	"142 Broad St
(37.713319, -122.457393)"
4059009	Central Waterfront	BP Filed	02/06/2006 12:00:00 AM	4	40	Demolition of an existing one-story, commercial building and construction of a six-story, mixed-use building with 80 dwelling units, 80 off street parking spaces and appx. 14,000 GSF of ground floor commercial use.  	TO ERECT 40 DWELLING UNITS IN A 6 STORY NEW BUILDING	Mixed Use	UMU	558	14000	0	0	0	0	14000	0	200602063862	04/26/2005 12:00:00 AM	02/06/2006 12:00:00 AM	68-X	UMU	04/26/2005 12:00:00 AM	Mixres	40	14000	0	0	0	0	14000	0	4059	9	"2298 03rd St
(37.760595, -122.388823)"
5826007	Bernal Heights	BP Filed	04/27/2005 12:00:00 AM	14	2		TO ERECT A NEW 3 STORY 2 DWELLING UNITS	Residential	RH-2	87	0	0	0	0	0	0	0	200504271067		04/27/2005 12:00:00 AM	40-X	RH-2	04/27/2005 12:00:00 AM	Resident	2	0	0	0	0	0	0	0	5826	7	"124 Bache St
(37.733846, -122.417699)"
5826009	Bernal Heights	BP Filed	04/27/2005 12:00:00 AM	14	2		TO ERECT A NEW 3 STORY 2 DWELLING UNITS	Residential	RH-2	87	0	0	0	0	0	0	0	200504271069		04/27/2005 12:00:00 AM	40-X	RH-2	04/27/2005 12:00:00 AM	Resident	2	0	0	0	0	0	0	0	5826	9	"128 Bache St
(37.733834, -122.417713)"
5826006	Bernal Heights	BP Filed	04/27/2005 12:00:00 AM	14	2		TO ERECT A NEW 3 STORY 2 DWELLING UNITS & 1 BASEMENT.	Residential	RH-2	87	0	0	0	0	0	0	0	200504271066		04/27/2005 12:00:00 AM	40-X	RH-2	04/27/2005 12:00:00 AM	Resident	2	0	0	0	0	0	0	0	5826	6	"122 Bache St
(37.733852, -122.417692)"
5826008	Bernal Heights	BP Filed	04/27/2005 12:00:00 AM	14	2		TO ERECT A NEW 3 STORY 2 DWELLING UNITS.	Residential	RH-2	87	0	0	0	0	0	0	0	200504271068		04/27/2005 12:00:00 AM	40-X	RH-2	04/27/2005 12:00:00 AM	Resident	2	0	0	0	0	0	0	0	5826	8	"126 Bache St
(37.73384, -122.417706)"
3754066	East SoMa	BP Filed	06/10/2005 12:00:00 AM	4	30		ERECT 5 STORIES OF30 DWELLINGS	Neighborhood Commercial	SoMa NCT	630	0	0	0	0	0	0	0	200506104806		06/10/2005 12:00:00 AM	65-X	SoMa NCT	06/10/2005 12:00:00 AM	Resident	30	-2250	0	0	0	-2250	0	0	3754	66	"1091 Folsom St
(37.776832, -122.407523)"
3794024	East SoMa	BP Filed	06/28/2013 12:00:00 AM	6	132	To demolish a non-contributing building in South End HD and construct new 131-room hotel with ground floor retail and no off-street parking. Seeking variances for parking and for restrictions on bay window dimensions (Sections 151 and 136).	ERECT 12 STORIES OF HOTEL WITH A RESTAURANT & 132 GUEST ROOMS.	Mixed Use	MUO	632	49500	0	0	0	0	0	49500	201306280783	06/21/2005 12:00:00 AM	06/28/2013 12:00:00 AM	105-F	MUO	06/21/2005 12:00:00 AM	Mixres	132	43845	0	0	0	-5655	0	49500	3794	24	"144 King St
(37.778734, -122.391289)"
0834017	Market Octavia	BP Filed	06/21/2005 12:00:00 AM	9	2	Add one floor of office to previously approved project, Variance for public open space	TO ERECT 5 STORIES, 2 DWELLING MIXED USED TYPE 1 BUILDING.	Commercial	C-3-G	259	9900	9900						200506215634	05/27/2009 12:00:00 AM	06/21/2005 12:00:00 AM	85-R2	C-3-G	06/21/2005 12:00:00 AM	Mixres	2	3300			3300				834	17	"149 Fell St
(37.7759969, -122.420366)"
6356061	South Central, Other	BP Filed	07/05/2005 12:00:00 AM	14	4		ERECT 4 STORIES OF 3 DWELLING UNITS	Mixed Use	NC-1	5	0	0	0	0	0	0	0	200507056775		07/05/2005 12:00:00 AM	40-X	NC-1	07/05/2005 12:00:00 AM	Resident	4	0	0	0	0	0	0	0	6356	61	"1491 Sunnydale Av
(37.711807, -122.415937)"
6356062	South Central, Other	BP Filed	07/05/2005 12:00:00 AM	14	4		ERECT 4 STORIES OF 3 DWELLING UNITS	Mixed Use	NC-1	5	0	0	0	0	0	0	0	200507056774		07/05/2005 12:00:00 AM	40-X	NC-1	07/05/2005 12:00:00 AM	Resident	4	0	0	0	0	0	0	0	6356	62	"1481 Sunnydale Av
(37.711768, -122.415907)"
6356063	South Central, Other	BP Filed	07/05/2005 12:00:00 AM	14	3		ERECT 4 STORIES OF 3 DWELLING UNITS	Mixed Use	NC-1	5	0	0	0	0	0	0	0	200507056773		07/05/2005 12:00:00 AM	40-X	NC-1	07/05/2005 12:00:00 AM	Resident	3	0	0	0	0	0	0	0	6356	63	"1461 Sunnydale Av
(37.711727, -122.41583)"
6356064	South Central, Other	BP Filed	07/05/2005 12:00:00 AM	14	3		ERECT 3 STORIES OF 3 DWELLING UNITS	Mixed Use	NC-1	5	0	0	0	0	0	0	0	200507056765		07/05/2005 12:00:00 AM	40-X	NC-1	07/05/2005 12:00:00 AM	Resident	3	0	0	0	0	0	0	0	6356	64	"1449 Sunnydale Av
(37.711712, -122.415779)"
0283004A	Downtown	BP Filed	01/23/2013 12:00:00 AM	9	65	The project is the alteration of and new addition to the Sheehan Hotel through change of use of the hotel for residential flats and ground floor retail, and a rear addition of a new 12-story building, replacing an existing 2 to 4 story structure.  The total proposed project would be 100,000-gsf with 78 dwelling units.	TO DUCUMENT CHANGE OF USE FROM HOTEL TO GROUP HOUSING.	Commercial	C-3-G	735	55735	0	0	0	0	4650	51085	201301238536	07/14/2005 12:00:00 AM	01/23/2013 12:00:00 AM	80-130-F	C-3-G	07/14/2005 12:00:00 AM	Mixres	65	-46435	0	0	0	0	4650	-51085	283	004A	"620 Sutter St
(37.7890918, -122.4105511)"
1726006	Outer Sunset	BP Filed	07/19/2005 12:00:00 AM	14	2		TO EXTEND (E) BLDG AT REAR, ADD A STORY ON TOP & A 2ND DWELLING UNIT PER PLANS.	Residential	RH-2	555	0	0	0	0	0	0	0	200507197993		07/19/2005 12:00:00 AM	40-X	RH-2	07/19/2005 12:00:00 AM	Resident	1	0	0	0	0	0	0	0	1726	6	"1235 24th Av
(37.7644781, -122.4827266)"
3732071	East SoMa	BP Filed	07/20/2005 12:00:00 AM	4	25	New construction of two four-story residential buildings on Lot to be subdivided, with 13-unit building fronting Tehama and 12-unit building fronting Clementina (468 Clementina).  Existing building to be demolished.	TO ERECT 4 STORY 12 UNIT DWELLING	Mixed Use	MUR	628	0	0	0	0	0	0	0	200507208144	01/05/2006 12:00:00 AM	07/20/2005 12:00:00 AM	45-X	MUR	07/20/2005 12:00:00 AM	Resident	25	-500	0	0	0	-500	0	0	3732	71	"468 Clementina St
(37.779669, -122.405496)"
2625007A	Buena Vista	BP Filed	03/03/2006 12:00:00 AM	14	2	Renovation and rehabilitation of an existing residential building constructe c. 1900.	ERECT 4 STORIES OF 2 DWELLING  UNITS.	Residential	RH-2	563	0	0	0	0	0	0	0	200509021966	03/03/2006 12:00:00 AM	09/02/2005 12:00:00 AM	40-X	RH-2	09/02/2005 12:00:00 AM	Resident	1	0	0	0	0	0	0	0	2625	007A	"70 Douglass St
(37.7628033, -122.4396844)"
3642027	Mission	BP Filed	09/09/2005 12:00:00 AM	14	5		TO ERECT 4 STORIES, 5 DWELLING UNIT OF RESIDENTIAL APARTMENTS & COMMERCIAL (RETAIL).	Mixed Use	Mission Street	158	0	0	0	0	0	0	0	200509092450		09/09/2005 12:00:00 AM	80-B	Mission St NCT	09/09/2005 12:00:00 AM	Resident	5	0	0	0	0	0	0	0	3642	27	"2751 Mission St
(37.7530685, -122.4183993)"
3753081	East SoMa	BP Filed	07/16/2012 12:00:00 AM	4	36	Demolition of 2,973-sf one-story office and surface parking and new construction of 37,200-sf 37-unit five-story structure with residential over ground floor retail and 9-space parking.	ERECT NEW 5-STORY TYPE V BUILDING.	Mixed Use	MUR	631	3300	0	0	0	0	3300	0	201207164905	09/15/2005 12:00:00 AM	07/16/2012 12:00:00 AM	85-X	MUR	09/15/2005 12:00:00 AM	Mixres	36	324	0	0	-2976	0	3300	0	3753	81	"345 06th St
(37.777996, -122.404729)"
