Block Lot	Planning Neighborhood	Best Stat	Best Date	building_type_id	Units	Planning Project Description	DBI Project Description	Zoning_Generalized	Zoning_Simplified	TAZ	Total GSF (Commercial)	Office	Cult, Inst, Educ	Medical	Prod, Dist, Rep	Ret, Ent	Visitor	DBI Permit	Planning Filed	DBI Filed	HEIGHTLIMIT	ZONING	FirstFiled	LANDUSE	Net Added Units	Net Added SF	Net Cult, Inst, Educ	Net Medical	Net Office	Net Prod, Dist, Rep	Net Ret, Ent	Net Visitor	BLOCK	LOT	Location 1
2778013	Central	BP Filed	09/26/2012 12:00:00 AM	0	2	Remodel single family home and change it to a 2 unit building with a 2 car garage and new top floor.	TO COMPLY WITH NOV# 200344379 & 200883155. VERTICAL EXTENSION TO (E) 3 STORY SINGLE FAMILY RESIDENCE	Residential	RM-1	178	0							201209260662	08/30/2012 12:00:00 AM	09/26/2012 12:00:00 AM	40-X	RM-1	08/30/2012 12:00:00 AM	Resident	1	0							2778	13	"851 Corbett Av
(37.7531749, -122.4434096)"
4172006	Central Waterfront	BP Filed	09/04/2012 12:00:00 AM	0	1	Variance request to the rear yard requirements of P.C. Sec. 134.  	CHANGE OF USE. RENOVATING (E) STRUCTURE INTO SINGLE FAMILY DWELLING WITHOUT ALTERING (E) BUILDING EN	Mixed Use	NCT-2	521	0				0			201209048832	06/05/2013 12:00:00 AM	09/04/2012 12:00:00 AM	45-X	NCT-2	09/04/2012 12:00:00 AM	Resident	1	-2051				-2051			4172	6	"2538 03rd St
(37.7573928, -122.3884388)"
7332005	Ingleside, Other	BP Filed	09/11/2012 12:00:00 AM	0	11		Multiple Permits--201205220927, 201208278254, 201209119408, 201209119424, 201209119425, 201209119426, 201209119427, 201209119428, 201209119429	Residential	RM-1	884	0							201209119424		09/11/2012 12:00:00 AM			09/11/2012 12:00:00 AM	Resident	11	0							7332	3	"700 Brotherhood Wy
(37.7146102, -122.4802656)"
6604011	Central	BP Filed	09/19/2012 12:00:00 AM	0	1		TO ERECT 3 STORIES WITH 1 BASEMENT, SINGLE FAMILY DWELLING.	Residential	RH-1	460	0							201209190133		09/19/2012 12:00:00 AM	40-X	RH-1	09/19/2012 12:00:00 AM	Resident	1	0							6604	11	"538 28th St
(37.74509, -122.434297)"
4022022	Mission	BP Filed	09/20/2012 12:00:00 AM	0	4	6 story, 4 dwelling units, 68 foot height	ERECT 6 STORIES, TYPE 3, 4 RESIDENTIAL APTS BUILDING.	Mixed Use	UMU	538	0							201209200274	11/25/2012 12:00:00 AM	09/20/2012 12:00:00 AM	68-X	UMU	09/20/2012 12:00:00 AM	Resident	4	0							4022	22	"685 Florida St
(37.760708, -122.410678)"
4146019	Mission	BP Filed	10/01/2012 12:00:00 AM	0	3	Variance request to the rear yard requirement, open space, and exposure to convert existing structure to an additional unit for residential occupancy including the replacement of a deck/balcony/stairs to primary structure.  	ADD 3RD DWELLING UNIT TO (E) 2 UNIT BLDG. REMODEL REAR COTTAGE TO INCLUDE KITCHEN, BATHROOM, HALF BA	Residential	RH-3	171	0							201210011010	11/15/2012 12:00:00 AM	10/01/2012 12:00:00 AM	40-X	RH-3	10/01/2012 12:00:00 AM	Resident	1	0							4146	19	"2830 22nd St
(37.756137, -122.410977)"
3973002C	Mission	BP Filed	06/25/2013 12:00:00 AM	12	77	"To construct a 6-story building over underground parking at 480 Potrero Avenue between Mariposa & 17th Street.  The new building will have 84 residential units, totaling approx. 85,490 sq. ft. including studio, one bedroom, two bedroom, and three bedroom units.  Below grade, there will be undergound parking with 38 parking spaces, bicycle storage.  The proposed structure will be 58'-0"" tall."	ERECT 6-STORY, 77 APTS, 1 BASEMENT, MIXED USE COMMERCIAL & PARKING BUILDING.	Mixed Use	UMU	209	0					0		201306250465	10/04/2012 12:00:00 AM	06/25/2013 12:00:00 AM	58-X	UMU	10/04/2012 12:00:00 AM	Resident	77	0					0		3973	002C	"480 Potrero Av
(37.763525, -122.407532)"
1152018	Western Addition	BP Filed	10/04/2012 12:00:00 AM	0	3		HORIZONTAL & VERTICAL ADDITION.  4 STORIES OVER BASEMENT. CONVERT SINGLE FAMILY DWELLING TO 3 FAMILY	Residential	RM-1	278	0							201210041365		10/04/2012 12:00:00 AM	40-X	RM-1	10/04/2012 12:00:00 AM	Resident	2	0							1152	18	"1880 Golden Gate Av
(37.778579, -122.441528)"
3555036	Mission	BP Filed	10/24/2012 12:00:00 AM	14	8		ERECT 5-STORY, TYPE 3, 8 DWELLING UNITS BUILDING.	Residential	RTO	221	0							201210242702		10/24/2012 12:00:00 AM	55-X	RTO-Mission	10/24/2012 12:00:00 AM	Resident	8	0							3555	36	"1785 15th St
(37.7662059, -122.423806)"
0185029	Northeast	BP Filed	10/31/2012 12:00:00 AM	9	9		CONVERT WAREHOUSE BLDG TO 9 UNIT RESID, 21 OFF-STREET PARKING SPACE, RETAINS EAST, SOUTH & WEST WALL	Residential	RM-1	345	0							201210313210		10/31/2012 12:00:00 AM	40-X	RM-1	10/31/2012 12:00:00 AM	Resident	9	3999			3999				185	29	"1469 Pacific Av
(37.7950609, -122.419425)"
4094024	Showpl/Potrero	BP Filed	11/02/2012 12:00:00 AM	0	3		ERECT NEW 4-STORY TYPE-5 CONDO	Residential	RH-3	606	0							201211023396		11/02/2012 12:00:00 AM	40-X	RH-3	11/02/2012 12:00:00 AM	Resident	3	0							4094	24	"946 Rhode Island St
(37.7579358, -122.4020875)"
5431A001	BVHP Area A,B	BP Filed	11/07/2012 12:00:00 AM	4	121	The proposed project would construct buildings #3 and #4 as a modification to the previously approved project (case # 2003.0672CE). Building #3 will construct 150 market rate residential units with 141 at-grade parking spaces. Building #4 would construct of 121 units of low income senior rental housing, 27 parking spaces, and a senior services center. Community residents, including residents of the new rental housing, will have access to the senior center.	ERECT 4-STORY, TYPE 5, 121 DWELLING UNITS BUILDING.	Industrial	M-1	906	0							201211073775		11/07/2012 12:00:00 AM	65-J	M-1	11/07/2012 12:00:00 AM	Resident	121	13000				13000			5431A	1	"5800 03rd St
(37.72543, -122.394483)"
0785029	Market Octavia	BP Filed	03/27/2013 12:00:00 AM	0	69	"Sponsor is proposing two structures (1) a four-story, 60,049 sf_x000d_
 Boys & Girls Club clubhouse and recreation facility including a pool, gymnasium and administrative offices, and (2) a six-story, 36,609 sf building with 60-75 dwelling units and 3,771 sf of ground floor retail/active/common uses."	ERECT 6 STORIES, NO BASEMENT, 69 UNITS RESIDENTIAL APARTMENTS WITH GROUND FLOOR RETAIL.	Mixed Use	NCT-3	618	63820		60049			3771		201303273113	11/07/2012 12:00:00 AM	03/27/2013 12:00:00 AM	65-X	NCT-3	11/07/2012 12:00:00 AM	Mixres	69	63820	60049				3771		785	29	"344 Fulton St
(37.778892, -122.4224657)"
5306025	BVHP Area A,B	BP Filed	03/21/2013 12:00:00 AM	0	2	Variance request to the exposure requirement of P.C. Section 140(a)(2) for the change of use from single dwelling unit to accomodate interior remodeling for an additional unit.  The open space does not meet the 25 foot minimum horizontal dimension in each direction.  	CONVERSION OF (E) SINGLE FAMILY DWELLING INTO A 2 FAMILY DWELLING BY CREATION OF DWELLING UNIT AT LO	Mixed Use	NC-3	407	0							201303212727	11/08/2012 12:00:00 AM	03/21/2013 12:00:00 AM	40-X	NC-3	11/08/2012 12:00:00 AM	Resident	1	0							5306	25	"4616 03rd St
(37.7361554, -122.3904181)"
3763017	East SoMa	BP Filed	11/08/2012 12:00:00 AM	0	0	The proposed project is the construction of a two-story commercial building on a currently vacant property. The project would construct a 4,857 square foot, 47'6 tall building with no off-street parking. 	"ERECT 2-STORY, COMMERCIAL BUILDING.
"	Industrial	SLI	692	4857					4857		201211083830	05/16/2013 12:00:00 AM	11/08/2012 12:00:00 AM	65-X	SLI	11/08/2012 12:00:00 AM	Retail/Ent	0	4857					4857		3763	17	"482 Bryant St
(37.7816736, -122.3954679)"
1402023	Richmond	BP Filed	11/09/2012 12:00:00 AM	0	6	To construct 6 unit building over commercial and parking garage. Building height proposed at 40'. Each unit will be 3 bedrooms.	DEMOLISH 1 STORY RETAIL BUILDING	Mixed Use	NC-1	675	1186					1186		201211093910		11/09/2012 12:00:00 AM	40-X	NC-1	11/09/2012 12:00:00 AM	Mixres	6	-416					-416		1402	23	"3038 Clement St
(37.781857, -122.4920777)"
4851017	BVHP Area A,B	BP Filed	11/27/2012 12:00:00 AM	0	0		TO ERECT ONE STORY PRODUCT PACKAGING BUILDING W/ PARKING.	Industrial	PDR-2	892	1355				1355			201211274877		11/27/2012 12:00:00 AM	40-X	PDR-2	11/27/2012 12:00:00 AM	PDR	0	1355				1355			4851	17	"1313 Armstrong Av
(37.723079, -122.387526)"
5319034	BVHP Area A,B	BP Filed	12/04/2012 12:00:00 AM	0	2		REVISION TO PA# 2012/07/31/6103. CONVERT SINGLE FAMILY TO 2 UNITS RESIDENCE. ADD KITCHEN ON 1ST FLOO	Residential	RH-2	408	0							201212045401		12/04/2012 12:00:00 AM	40-X	RH-2	12/04/2012 12:00:00 AM	Resident	1	0							5319	34	"1963 Oakdale Av
(37.738239, -122.397294)"
3538096	Market Octavia	BP Filed	12/07/2012 12:00:00 AM	0	3		CHANGE OF OCCUPANCY FROM 2 UNIT BUILDING TO 3 UNIT BUILDING BY EXCAVATING SOUTH END OF FIRST FLOOR F	Residential	RTO	566	0							201212075751		12/07/2012 12:00:00 AM	40-X	RTO	12/07/2012 12:00:00 AM	Resident	1	0							3538	96	"519 Duboce Av
(37.7692782, -122.4317257)"
5972040	South Central, Other	BP Filed	12/19/2012 12:00:00 AM	0	1		ERECT 3 STORY SINGLE FAMILY DWELLING.	Residential	RH-1	900	0							201212196559		12/19/2012 12:00:00 AM	40-X	RH-1	12/19/2012 12:00:00 AM	Resident	1	0							5972	40	"262 University St
(37.7266885, -122.4141663)"
6942054	Balboa Park	BP Filed	01/08/2013 12:00:00 AM	0	2		EXTEND (E) GROUND & 2ND FLOOR TO THE REAR PER PLAN (REAR ADDITION). (N) 1 STORY VERTICAL ADDITION OV	Mixed Use	NC-T	434	0							201301087514		01/08/2013 12:00:00 AM	45-X	Ocean Avenue NCT	01/08/2013 12:00:00 AM	Resident	1	0							6942	54	"1325 Ocean Av
(37.7236959, -122.456658)"
1624005B	Richmond	BP Filed	01/11/2013 12:00:00 AM	0	2	Demo & reconstruction 2 dwelling units	2 STORY VERTICAL ADDITION TO (E) BUILDING. HORIZONTAL ADDITION AT REAR. INTERIOR REMODELING & CONVER	Residential	RH-2	276	0							201301117743	01/09/2013 12:00:00 AM	01/11/2013 12:00:00 AM	40-X	RH-2	01/09/2013 12:00:00 AM	Resident	1	0							1624	005B	"645 20th Av
(37.775678, -122.479372)"
3537078	Market Octavia	BP Filed	01/09/2013 12:00:00 AM	14	3		CONVERSION OF (E) STORAGE TO CONDITIONED / LIVING SPACE TO ACCOMODATE ONE NEW UNIT @ 1ST FLOOR. PROP	Residential	RTO	567	0	0	0	0	0	0	0	201301097560		01/09/2013 12:00:00 AM	40-X	RTO	01/09/2013 12:00:00 AM	Resident	1	0	0	0	0	0	0	0	3537	78	"45 Belcher St
(37.7686275, -122.4300735)"
2829010	Central	BP Filed	01/16/2013 12:00:00 AM	0	1	Demo existing building and replace with new construction	ERECT TO 3 STORIES OF ONE SINGLE FAMILY.	Residential	RH-2	491	0							201301168071	05/03/2013 12:00:00 AM	01/16/2013 12:00:00 AM	40-X	RH-2	01/16/2013 12:00:00 AM	Resident	1	0							2829	10	"4376 24th St
(37.75083, -122.439924)"
0580013	Marina	BP Filed	01/22/2013 12:00:00 AM	0	2		CHANGE USE FROM SINGLE FAMILY TO TWO UNITS RESIDENTIAL. ADD KITCHEN CABINETS AND APPLIANCES FOR SECO	Residential	RH-2	187	0							201301228425		01/22/2013 12:00:00 AM	40-X	RH-2	01/22/2013 12:00:00 AM	Resident	1	0							580	13	"2550 Webster St
(37.7941239, -122.432905)"
3609109	Mission	BP Filed	01/22/2013 12:00:00 AM	0	3		ADD ONE STUDIO UNIT IN BASEMENT LEVEL.	Residential	RTO	626	0							201301228393		01/22/2013 12:00:00 AM	40-X	RTO-Mission	01/22/2013 12:00:00 AM	Resident	1	0							3609	109	"333 San Carlos St
(37.7580137, -122.4195969)"
5597A001	BVHP Area A,B	BP Filed	01/24/2013 12:00:00 AM	0	0		TO ERECT 1 STORY COMMERCIAL BUILDING.	Industrial	PDR-2	656	5500				5500			201301248656		01/24/2013 12:00:00 AM	65-J	PDR-2	01/24/2013 12:00:00 AM	PDR	0	5500				5500			5597A	1	"928 Toland St
(37.7414746, -122.4013514)"
3612055	Mission	BP Filed	01/25/2013 12:00:00 AM	1	3	Variance to the parking requirement of P.C. Sec. 151 to provide 2 parking spaces rather than 1 for the conversion of a single family dwelling into a 3 unit residential structure.  	VERTICAL & HORIZONTAL ADDITION TO A SINGLE FAMILY HOUSE. ADD TWO LEVELS TO (E) 2 STORY BLDG. REMODEL	Residential	RH-3	188	0							201301258793	06/06/2013 12:00:00 AM	01/25/2013 12:00:00 AM	40-X	RH-3	01/25/2013 12:00:00 AM	Resident	2	0							3612	55	"748 Treat Av
(37.758109, -122.413835)"
1841007	Inner Sunset	BP Filed	01/28/2013 12:00:00 AM	0	2		TO COMPLY WITH NOV 201281241 OF VIOLATION. COMPLIANCE/FIRE/EGRESS. ESTABLISHING 1ST FLOOR UNIT. LEGA	Residential	RH-2	325	0							201301288928		01/28/2013 12:00:00 AM	40-X	RH-2	01/28/2013 12:00:00 AM	Resident	1	0							1841	7	"1443 12th Av
(37.76119, -122.469665)"
2993088	Ingleside, Other	BP Filed	02/06/2013 12:00:00 AM	0	1		ERECT 2-STORY, TYPE 5, SINGLE FAMILY DWELLING BLDG.	Residential	RH-1(D)	458	0							201302069581		02/06/2013 12:00:00 AM	40-X	RH-1(D)	02/06/2013 12:00:00 AM	Resident	1	0							2993	88	"287 Cresta Vista Dr
(37.735347, -122.453487)"
1612017N	Richmond	BP Filed	02/07/2013 12:00:00 AM	0	2		LIVING ROOM, 3 BEDROOM & 2 BATH ADDITION. (1,167 SQ FT).  EXISTING BEDROOM CONVERT TO KITCHEN.	Residential	RH-2	268	0							201302079711		02/07/2013 12:00:00 AM	40-X	RH-2	02/07/2013 12:00:00 AM	Resident	1	0							1612	017N	"774 33rd Av
(37.774547, -122.492605)"
4071014	Showpl/Potrero	BP Filed	02/11/2013 12:00:00 AM	0	2		ERECT NEW 6 STORIES, 2 DWELLING UNITS BUILDING.	Residential	RM-1	644	0							201302119939		02/11/2013 12:00:00 AM	40-X	RM-1	02/11/2013 12:00:00 AM	Resident	2	0							4071	14	"1914 20th St
(37.7597859, -122.4005247)"
3582054	Central	BP Filed	02/13/2013 12:00:00 AM	0	2		HORIZONTAL ADDITION TO BACK OF EXISTING BLDG. ADDITION OF 1 DWELLING UNIT. FOR A TOTAL OF 2 RESIDENT	Neighborhood Commercial	CASTRO	518	0							201302130179		02/13/2013 12:00:00 AM	65-B	CASTRO	02/13/2013 12:00:00 AM	Resident	1	0							3582	54	"4072 18th St
(37.761156, -122.434317)"
5312014	BVHP Area A,B	BP Filed	02/14/2013 12:00:00 AM	0	2		TO ERECT 4 STORIES, TWO UNIT RESIDENTIAL BUILDING.	Residential	RH-2	663	0							201302140247		02/14/2013 12:00:00 AM	40-X	RH-2	02/14/2013 12:00:00 AM	Resident	2	0							5312	14	"1750 Oakdale Av
(37.7362066, -122.3931346)"
0776035	Western Addition	BP Filed	02/15/2013 12:00:00 AM	0	3		ERECT 4-STORY TYPE V NEW MULTIFAMILY DWELLING	Residential	RM-1	220	0							201302150317		02/15/2013 12:00:00 AM	40-X	RM-1	02/15/2013 12:00:00 AM	Resident	3	0							776	35	"1470 Mcallister St
(37.778091, -122.43609)"
4004034	Showpl/Potrero	BP Filed	02/25/2013 12:00:00 AM	0	3		LEGALIZE (E) DWELLING UNIT, PROVIDE (N) SMOKE DETECTORS. REPLACE (E) OUTLETS IN KITCHEN, REPLACE (E)	Residential	RH-3	620	0							201302250862		02/25/2013 12:00:00 AM	40-X	RH-3	02/25/2013 12:00:00 AM	Resident	1	0							4004	34	"1451 Mariposa St
(37.763567, -122.398125)"
1407017	Richmond	BP Filed	03/05/2013 12:00:00 AM	0	6	Removal of two units. The proposed project would provide for continuity of the NCD storefornts & buildings heights, and the elevations will be sculpted to 	Multiple Permits	Mixed Use	OUTER CLEMENT	251	0							201303051501	02/26/2013 12:00:00 AM	03/05/2013 12:00:00 AM	40-X	OUTER CLEMENT	02/26/2013 12:00:00 AM	Resident	4	0							1407	17	"2500 Clement St
(37.781929, -122.485883)"
7295018	Ingleside, Other	BP Filed	02/28/2013 12:00:00 AM	0	1		TO ERECT 3 STORIES, TYPE 5-B, SINGLE FAMILY DWELLING.	Residential	RH-1(D)	407	0							201302281136		02/28/2013 12:00:00 AM	40-X	RH-1(D)	02/28/2013 12:00:00 AM	Resident	1	0							7295	18	"477 Eucalyptus Dr
(37.730904, -122.477641)"
1216005	Western Addition	BP Filed	02/28/2013 12:00:00 AM	0	3		REMODEL (E) BLDG AT THE REAR OF 1052 OAK ST. DIVIDE (E) (5) BEDROOM INTO (3) SEPARATE UNITS & ADD 2 	Mixed Use	NC-2	301	0							201302281214		02/28/2013 12:00:00 AM	40-X	NC-2	02/28/2013 12:00:00 AM	Resident	1	0							1216	5	"1052 Oak St
(37.773434, -122.436726)"
7113022	Ingleside, Other	BP Filed	03/04/2013 12:00:00 AM	0	4		Multiple Permits: TO ERECT 4 STORIES 2 DWELLING UNITS	Mixed Use	NC-1	432	0							201303041387		03/04/2013 12:00:00 AM	40-X	NC-1	03/04/2013 12:00:00 AM	Resident	4	0							7113	22	"270 Capitol Av
(37.712675, -122.458854)"
1066030	Richmond	BP Filed	03/07/2013 12:00:00 AM	0	2		RENOVATION OF (E) SINGLE FAM RESIDENCE TO CREATE (N) 2 FAMILY RESIDENCES VERTICAL ADDITION OF TWO AD	Residential	RH-2	234	0							201303071745		03/07/2013 12:00:00 AM	40-X	RH-2	03/07/2013 12:00:00 AM	Resident	1	0							1066	30	"680 Spruce St
(37.782306, -122.452972)"
6774012	Ingleside, Other	BP Filed	03/20/2013 12:00:00 AM	0	1		ERECT 3 STORIES SINGLE FAMILY DWELLING.	Residential	RH-1	478	0							201303202580		03/20/2013 12:00:00 AM	40-X	RH-1	03/20/2013 12:00:00 AM	Resident	1	0							6774	12	"2 Flood Av
(37.729731, -122.441282)"
6521004	Mission	BP Filed	03/21/2013 12:00:00 AM	0	1		ERECT 3-STORY, TYPE 5, SINGLE FAMILY RESIDENCE.	Residential	RH-2	636	0							201303212751		03/21/2013 12:00:00 AM	40-X	RH-2	03/21/2013 12:00:00 AM	Resident	1	0							6521	4	"13 Lucky St
(37.752334, -122.413644)"
0754012	Western Addition	BP Filed	03/22/2013 12:00:00 AM	0	4		BUILDING CURRENTLY LEGAL FOR 2 UNITS BUT USED AS A 3-UNIT APT. LEGALIZE ONE (E) UNIT & ADD 1,188 SQ 	Residential	RM-3	220	0							201303222896		03/22/2013 12:00:00 AM	40-X	RM-3	03/22/2013 12:00:00 AM	Resident	2	0							754	12	"1022 Pierce St
(37.7795647, -122.4353163)"
3588056	Mission	BP Filed	03/26/2013 12:00:00 AM	0	3		"1/FL:ADD 1 BR,1 BA,1 FAM RM&STAIRS TO 2/FL.
2/FL:ADJUST BEDRM SIZE&ADD INTERIOR STAIRS TO 1/FL.
3/FL"	Residential	RTO	526	0							201303263083		03/26/2013 12:00:00 AM	45-X	RTO-Mission	03/26/2013 12:00:00 AM	Resident	1	0							3588	56	"659 Guerrero St
(37.76065, -122.423404)"
0819011	Market Octavia	BP Filed	03/28/2013 12:00:00 AM	0	3		PROPOSED VERTICAL ADDITION TO ACCOMODATE ONE (N) ADDITIONAL UNIT AT (N) 4TH FL. PROPOSED IN FILL OF 	Residential	RTO	532	0							201303283325		03/28/2013 12:00:00 AM	40-X	RTO	03/28/2013 12:00:00 AM	Resident	1	0							819	11	"564 Fell St
(37.7754135, -122.4271616)"
0797003	Western Addition	BP Filed	03/28/2013 12:00:00 AM	0	3		TO COMPLY WITH NOV #200993480. LEGALIZE THE UNIT AT REAR.	Residential	RH-3	306	0							201303283273		03/28/2013 12:00:00 AM	50-X	RH-3	03/28/2013 12:00:00 AM	Resident	1	0							797	3	"751 Webster St
(37.7776668, -122.4300552)"
5721077	Bernal Heights	BP Filed	03/29/2013 12:00:00 AM		2		VERTICAL ADDITION AND REMODEL OF EXISTING GARAGE AND STORAGE AREA AT FRONT OF PROPERTY INTO RESIDENT	Residential	RH-2	98	0	0	0	0	0	0	0	201303293381		03/29/2013 12:00:00 AM	40-X	RH-2	03/29/2013 12:00:00 AM	Resident	1	0	0	0	0	0	0	0	5721	77	"349 Richland Av
(37.735821, -122.418467)"
1158037	Western Addition	BP Filed	03/29/2013 12:00:00 AM	0	2		CONVERT BUILDING FROM SINGLE FAMILY TO 2 UNIT DWELLING. TOP FLOOR TO BE NEW UNIT.	Residential	RH-3	297	0							201303293418		03/29/2013 12:00:00 AM	40-X	RH-3	03/29/2013 12:00:00 AM	Resident	1	0							1158	37	"1927 Golden Gate Av
(37.778024, -122.442366)"
3738004	TB Combo	BP Filed	04/02/2013 12:00:00 AM	0	479		TO ERECT 32 STORIES, 479 CONDO UNITS WITH RETAIL.	Public	P	596	0							201304023626		04/02/2013 12:00:00 AM	80-X	P	04/02/2013 12:00:00 AM	Resident	479	0							3738	4	"280 Beale St
(37.7888796, -122.3929894)"
5281003	BVHP Area A,B	BP Filed	04/04/2013 12:00:00 AM	0	0	A planned retention and expansion of the SF Wholesall Produce Market. This project will be implemented in phases R Case Includes: 1) Vacation of Jerrold Ave, Selby, Rankin Streets, Kirkwood Ave 2) Transfer jurisdiction from DPW to DRE 3) Dedicate streets and sidewalks 4) Subdivision 5) 901 Rankin St. change in use 6) Demolition and construction of 901 Rankin St.	TO ERECT 2 STORIES, NO BASEMENT, COMMERCIAL WAREHOUSE.	Industrial	PDR-2	661	58400				58400			201304043755		04/04/2013 12:00:00 AM	65-J	PDR-2	04/04/2013 12:00:00 AM	PDR	0	58400				58400			5281	3	"901 Rankin St
(37.7413995, -122.395491)"
1068003	Richmond	BP Filed	06/14/2013 12:00:00 AM	0	2		ERECT NEW 4-STORY 2-FAMILY DWELLING BUILDING.	Residential	RH-2	234	0							201306149612		06/14/2013 12:00:00 AM	40-X	RH-2	06/14/2013 12:00:00 AM	Resident	2	0							1068	3	"80 Blake St
(37.782499, -122.45091)"
5980003	South Central, Other	BP Filed	04/09/2013 12:00:00 AM	0	2		2 STORY HORIZONTAL ADDITION. 682 SQ. FT. @ 2ND FLOOR & 672 AT 1ST FLOOR. RAISE (E) HOUSE 2' & ADD NE	Residential	RH-2	732	0							201304094098		04/09/2013 12:00:00 AM	40-X	RH-2	04/09/2013 12:00:00 AM	Resident	1	0							5980	3	"208 Girard St
(37.729396, -122.405756)"
2406037	Outer Sunset	BP Filed	04/18/2013 12:00:00 AM	0	1		ERECT 2-STORY SINGLE FAMILY TYPE V BUILDING.	Residential	RH-1(D)	379	0							201304184893		04/18/2013 12:00:00 AM			04/18/2013 12:00:00 AM	Resident	1	0							2406	37	"2451 19th Av
(37.7420844, -122.4756722)"
0151029	Northeast	BP Filed	04/22/2013 12:00:00 AM	0	2		PROVIDE 2 APRTMENTS. 1ST FLR, NEW KITCHEN, RELOCATE(E) BATHROOM & CLOSET, ELIMINATE (E) STAIRWAY TO 	Residential	RH-2	154	0							201304225124		04/22/2013 12:00:00 AM	40-X	RH-2	04/22/2013 12:00:00 AM	Resident	1	0							151	29	"81 Glover St
(37.7971038, -122.4165014)"
1729012	Outer Sunset	BP Filed	04/29/2013 12:00:00 AM	0	2		SITE PERMIT/REAR HORIZONTAL ADDITION.	Residential	RH-2	328	0							201304295719		04/29/2013 12:00:00 AM	40-X	RH-2	04/29/2013 12:00:00 AM	Resident	1	0							1729	12	"1259 21st Av
(37.764217, -122.479648)"
4211001	Mission	BP Filed	05/02/2013 12:00:00 AM	0	3		ERECT 3 STORIES, TYPE 5, 3 DWELLING UNITS NEW BUILDING.	Residential	RH-3	635	0							201305026020		05/02/2013 12:00:00 AM	55-X	RH-3	05/02/2013 12:00:00 AM	Resident	3	0							4211	1	"1100 Potrero Av
(37.754408, -122.406811)"
0794028	Market Octavia	BP Filed	05/03/2013 12:00:00 AM	0	139		TO ERECT 5 STORIES OF 139 DWELLING UNITS, RETAIL, PARKING, STORAGE OFFICE UTILITY, ASSEMBLY	Neighborhood Commercial	HAYES NCT	535	0							201305036062		05/03/2013 12:00:00 AM	40-50-X	HAYES NCT/RTO	05/03/2013 12:00:00 AM	Resident	139	0							794	28	"555 Fulton St
(37.7781941, -122.42581)"
3755096	WSoMa	BP Filed	05/03/2013 12:00:00 AM	0	6		TO ERECT 4 STORIES OF 6 FAMILY DWELLINGS	Mixed Use	RED	602	0							201305036140		05/03/2013 12:00:00 AM	40-X	RED	05/03/2013 12:00:00 AM	Resident	6	0							3755	96	"5 Hallam St
(37.7757785, -122.4084492)"
1043009	Richmond	BP Filed	05/09/2013 12:00:00 AM	0	2		THIS WORK WILL RESULT IN CREATION OF A NEW UNIT. CONSTRUCT NEW KITCHEN. CONSTRUCT 2 WOOD STUD-FRAMED	Residential	RH-2	232	0							201305096539		05/09/2013 12:00:00 AM	40-X	RH-2	05/09/2013 12:00:00 AM	Resident	1	0							1043	9	"53 Manzanita Av
(37.785003, -122.451355)"
5577012	Bernal Heights	BP Filed	05/15/2013 12:00:00 AM	14	1		ERECT 4 STORY, TYPE 5, SINGLE FAMILY DWELLING BUILDING.	Residential	RH-1	465	0							201305157021		05/15/2013 12:00:00 AM	40-X	RH-1	05/15/2013 12:00:00 AM	Resident	1	0							5577	12	"175 Brewster St
(37.743528, -122.40725)"
3753042	East SoMa	BP Filed	05/16/2013 12:00:00 AM	0	8	Demolition of a 24'-tall, two-story industrial building and construction of 45'-tall, five-story mixed-usel building with eight 2-bedroom residences over ground-floor office, and eight parking spaces. Height of building is 45'.	ERECT 5-STORY, TYPE 5, 1 BASEMENT, 8 UNITS DWELLING BUILDING.	Mixed Use	MUR	599	945	945						201305167075		05/16/2013 12:00:00 AM	45-X	MUR	05/16/2013 12:00:00 AM	Mixres	8	-3055			945	-4000			3753	42	"259 Clara St
(37.7784481, -122.4035864)"
5338032	Other S Bayshore	BP Filed	05/20/2013 12:00:00 AM	0	2		CONVERTING BASEMENT INTO A SECOND UNIT 1,035 SQFT. (NET ADDITION 713 SQFT). REDUCING (E) GARAGE. REM	Residential	RH-2	663	0							201305207414		05/20/2013 12:00:00 AM	40-X	RH-2	05/20/2013 12:00:00 AM	Resident	1	0							5338	32	"1781 Quesada Av
(37.733982, -122.393115)"
1542005	Richmond	BP Filed	05/20/2013 12:00:00 AM	0	3		CONVERT EXTG STORAGE TO UNIT WITH KITCHEN. REMOVEL EXTG 1/2 BATH, ADD WINDOWS, ADD FOUNDATIONS AND W	Residential	RH-3	287	0							201305207321		05/20/2013 12:00:00 AM	40-X	RH-3	05/20/2013 12:00:00 AM	Resident	1	0							1542	5	"431 02nd Av
(37.7805139, -122.460277)"
0843016	Buena Vista	BP Filed	05/21/2013 12:00:00 AM	0	12	The proposal is to demolish the existing single-story, non-residential building and construct four, three-unit residential buildings. The project includes subdivision of the corner lot into four parcels.	Multiple Permits	Residential	RM-1	529	0							201305217457		05/21/2013 12:00:00 AM	40-X	RM-1	05/21/2013 12:00:00 AM	Resident	12	-2048	-2048						843	16	"690 Page St
(37.773064, -122.432032)"
